"Month","Day","Hour","Output power (W)"
"4","17","18","35.582"
"4","17","19","0"
"4","17","20","0"
"4","17","21","0"
"4","17","22","0"
"4","17","23","0"
"4","18","0","0"
"4","18","1","0"
"4","18","2","0"
"4","18","3","0"
"4","18","4","0"
"4","18","5","0"
"4","18","6","26.779"
"4","18","7","106.718"
"4","18","8","236.689"
"4","18","9","386.218"
"4","18","10","530.373"
"4","18","11","628.159"
"4","18","12","660.871"
"4","18","13","627.095"
"4","18","14","524.518"
"4","18","15","374.967"
"4","18","16","223.175"
"4","18","17","97.647"
"4","18","18","23.666"
"4","18","19","0"
"4","18","20","0"
"4","18","21","0"
"4","18","22","0"
"4","18","23","0"
"4","19","0","0"
"4","19","1","0"
"4","19","2","0"
"4","19","3","0"
"4","19","4","0"
"4","19","5","0"
"4","19","6","45.908"
"4","19","7","118.727"
"4","19","8","201.107"
"4","19","9","288.5"
"4","19","10","374.524"
"4","19","11","438.098"
"4","19","12","466.939"
"4","19","13","441.68"
"4","19","14","378.676"
"4","19","15","290.867"
"4","19","16","194.267"
"4","19","17","111.415"
"4","19","18","40.034"
"4","19","19","0"
"4","19","20","0"
"4","19","21","0"
"4","19","22","0"
"4","19","23","0"
"4","20","0","0"
"4","20","1","0"
"4","20","2","0"
"4","20","3","0"
"4","20","4","0"
"4","20","5","0"
"4","20","6","46.194"
"4","20","7","116.731"
"4","20","8","196.926"
"4","20","9","278.249"
"4","20","10","366.072"
"4","20","11","422.896"
"4","20","12","445.558"
"4","20","13","425.376"
"4","20","14","368.261"
"4","20","15","280.948"
"4","20","16","192.349"
"4","20","17","110.4"
"4","20","18","40.942"
"4","20","19","0"
"4","20","20","0"
"4","20","21","0"
"4","20","22","0"
"4","20","23","0"
"4","21","0","0"
"4","21","1","0"
"4","21","2","0"
"4","21","3","0"
"4","21","4","0"
"4","21","5","0"
"4","21","6","33.726"
"4","21","7","89.27"
"4","21","8","145.294"
"4","21","9","201.111"
"4","21","10","248.829"
"4","21","11","281.403"
"4","21","12","290.196"
"4","21","13","276.006"
"4","21","14","244.894"
"4","21","15","196.02"
"4","21","16","137.956"
"4","21","17","82.034"
"4","21","18","29.361"
"4","21","19","0"
"4","21","20","0"
"4","21","21","0"
"4","21","22","0"
"4","21","23","0"
"4","22","0","0"
"4","22","1","0"
"4","22","2","0"
"4","22","3","0"
"4","22","4","0"
"4","22","5","0"
"4","22","6","47.641"
"4","22","7","127.005"
"4","22","8","228.937"
"4","22","9","337.885"
"4","22","10","446.04"
"4","22","11","522.709"
"4","22","12","558.535"
"4","22","13","527.719"
"4","22","14","441.638"
"4","22","15","323.869"
"4","22","16","211.248"
"4","22","17","113.429"
"4","22","18","39.983"
"4","22","19","0"
"4","22","20","0"
"4","22","21","0"
"4","22","22","0"
"4","22","23","0"
"4","23","0","0"
"4","23","1","0"
"4","23","2","0"
"4","23","3","0"
"4","23","4","0"
"4","23","5","0"
"4","23","6","49.529"
"4","23","7","127.393"
"4","23","8","230.213"
"4","23","9","341.591"
"4","23","10","449.799"
"4","23","11","517.323"
"4","23","12","533.967"
"4","23","13","504.72"
"4","23","14","426.142"
"4","23","15","321.157"
"4","23","16","214.871"
"4","23","17","117.988"
"4","23","18","43.233"
"4","23","19","0"
"4","23","20","0"
"4","23","21","0"
"4","23","22","0"
"4","23","23","0"
"4","24","0","0"
"4","24","1","0"
"4","24","2","0"
"4","24","3","0"
"4","24","4","0"
"4","24","5","0.424"
"4","24","6","52.643"
"4","24","7","131.738"
"4","24","8","228.832"
"4","24","9","326.999"
"4","24","10","421.493"
"4","24","11","497.463"
"4","24","12","526.953"
"4","24","13","502.394"
"4","24","14","428.19"
"4","24","15","323.121"
"4","24","16","214.74"
"4","24","17","117.797"
"4","24","18","44.119"
"4","24","19","0"
"4","24","20","0"
"4","24","21","0"
"4","24","22","0"
"4","24","23","0"
"4","25","0","0"
"4","25","1","0"
"4","25","2","0"
"4","25","3","0"
"4","25","4","0"
"4","25","5","1.013"
"4","25","6","54.276"
"4","25","7","126.411"
"4","25","8","210.662"
"4","25","9","298.378"
"4","25","10","374.456"
"4","25","11","437.277"
"4","25","12","457.988"
"4","25","13","433.155"
"4","25","14","369.181"
"4","25","15","281.448"
"4","25","16","192.85"
"4","25","17","114.453"
"4","25","18","46.164"
"4","25","19","0"
"4","25","20","0"
"4","25","21","0"
"4","25","22","0"
"4","25","23","0"
"4","26","0","0"
"4","26","1","0"
"4","26","2","0"
"4","26","3","0"
"4","26","4","0"
"4","26","5","1.211"
"4","26","6","53.841"
"4","26","7","134.841"
"4","26","8","238.779"
"4","26","9","349.739"
"4","26","10","445.717"
"4","26","11","528.017"
"4","26","12","558.758"
"4","26","13","525.976"
"4","26","14","440.228"
"4","26","15","325.22"
"4","26","16","214.164"
"4","26","17","117.192"
"4","26","18","43.857"
"4","26","19","0"
"4","26","20","0"
"4","26","21","0"
"4","26","22","0"
"4","26","23","0"
"4","27","0","0"
"4","27","1","0"
"4","27","2","0"
"4","27","3","0"
"4","27","4","0"
"4","27","5","0"
"4","27","6","33.855"
"4","27","7","121.09"
"4","27","8","258.256"
"4","27","9","413.336"
"4","27","10","562.357"
"4","27","11","676.614"
"4","27","12","724.576"
"4","27","13","682.719"
"4","27","14","570.189"
"4","27","15","411.513"
"4","27","16","241.997"
"4","27","17","105.865"
"4","27","18","26.595"
"4","27","19","0"
"4","27","20","0"
"4","27","21","0"
"4","27","22","0"
"4","27","23","0"
"4","28","0","0"
"4","28","1","0"
"4","28","2","0"
"4","28","3","0"
"4","28","4","0"
"4","28","5","3.025"
"4","28","6","59.735"
"4","28","7","127.478"
"4","28","8","203.776"
"4","28","9","279.374"
"4","28","10","351.515"
"4","28","11","407.569"
"4","28","12","421.741"
"4","28","13","405"
"4","28","14","353.365"
"4","28","15","274.387"
"4","28","16","192.701"
"4","28","17","115.974"
"4","28","18","49.473"
"4","28","19","0.097"
"4","28","20","0"
"4","28","21","0"
"4","28","22","0"
"4","28","23","0"
"4","29","0","0"
"4","29","1","0"
"4","29","2","0"
"4","29","3","0"
"4","29","4","0"
"4","29","5","2.149"
"4","29","6","47.052"
"4","29","7","134.788"
"4","29","8","262.078"
"4","29","9","404.504"
"4","29","10","538.586"
"4","29","11","629.114"
"4","29","12","666.918"
"4","29","13","626.317"
"4","29","14","528.498"
"4","29","15","388.835"
"4","29","16","238.338"
"4","29","17","116.666"
"4","29","18","36.479"
"4","29","19","0"
"4","29","20","0"
"4","29","21","0"
"4","29","22","0"
"4","29","23","0"
"4","30","0","0"
"4","30","1","0"
"4","30","2","0"
"4","30","3","0"
"4","30","4","0"
"4","30","5","3.07"
"4","30","6","52.085"
"4","30","7","138.5"
"4","30","8","258.023"
"4","30","9","386.694"
"4","30","10","516.08"
"4","30","11","608.043"
"4","30","12","644.231"
"4","30","13","604.636"
"4","30","14","508.459"
"4","30","15","378.805"
"4","30","16","236.392"
"4","30","17","118.976"
"4","30","18","40.491"
"4","30","19","0.02"
"4","30","20","0"
"4","30","21","0"
"4","30","22","0"
"4","30","23","0"
"5","1","0","0"
"5","1","1","0"
"5","1","2","0"
"5","1","3","0"
"5","1","4","0"
"5","1","5","5.537"
"5","1","6","60.012"
"5","1","7","142.192"
"5","1","8","247.462"
"5","1","9","365.589"
"5","1","10","467.8"
"5","1","11","543.263"
"5","1","12","572.885"
"5","1","13","533.601"
"5","1","14","458.317"
"5","1","15","349.229"
"5","1","16","228.718"
"5","1","17","126.384"
"5","1","18","49.362"
"5","1","19","0.855"
"5","1","20","0"
"5","1","21","0"
"5","1","22","0"
"5","1","23","0"
"5","2","0","0"
"5","2","1","0"
"5","2","2","0"
"5","2","3","0"
"5","2","4","0"
"5","2","5","7.118"
"5","2","6","64.871"
"5","2","7","138.873"
"5","2","8","228.941"
"5","2","9","326.297"
"5","2","10","414.075"
"5","2","11","483.1"
"5","2","12","502.723"
"5","2","13","474.51"
"5","2","14","401.61"
"5","2","15","310.306"
"5","2","16","212.829"
"5","2","17","125.706"
"5","2","18","54.887"
"5","2","19","2.552"
"5","2","20","0"
"5","2","21","0"
"5","2","22","0"
"5","2","23","0"
"5","3","0","0"
"5","3","1","0"
"5","3","2","0"
"5","3","3","0"
"5","3","4","0"
"5","3","5","6.952"
"5","3","6","63.524"
"5","3","7","143.808"
"5","3","8","247.781"
"5","3","9","360.803"
"5","3","10","468.163"
"5","3","11","536.644"
"5","3","12","552.493"
"5","3","13","527.892"
"5","3","14","458.304"
"5","3","15","351.585"
"5","3","16","237.216"
"5","3","17","132.604"
"5","3","18","54.122"
"5","3","19","2.683"
"5","3","20","0"
"5","3","21","0"
"5","3","22","0"
"5","3","23","0"
"5","4","0","0"
"5","4","1","0"
"5","4","2","0"
"5","4","3","0"
"5","4","4","0"
"5","4","5","0.726"
"5","4","6","36.033"
"5","4","7","133.953"
"5","4","8","288.815"
"5","4","9","462.197"
"5","4","10","614.019"
"5","4","11","726.472"
"5","4","12","758.593"
"5","4","13","710.658"
"5","4","14","592.461"
"5","4","15","430.024"
"5","4","16","257.788"
"5","4","17","111.89"
"5","4","18","26.85"
"5","4","19","0"
"5","4","20","0"
"5","4","21","0"
"5","4","22","0"
"5","4","23","0"
"5","5","0","0"
"5","5","1","0"
"5","5","2","0"
"5","5","3","0"
"5","5","4","0"
"5","5","5","5.219"
"5","5","6","53.461"
"5","5","7","142.622"
"5","5","8","269.901"
"5","5","9","411.146"
"5","5","10","533.058"
"5","5","11","626.819"
"5","5","12","651.366"
"5","5","13","612.115"
"5","5","14","522.127"
"5","5","15","389.863"
"5","5","16","243.282"
"5","5","17","123.273"
"5","5","18","42.559"
"5","5","19","1.663"
"5","5","20","0"
"5","5","21","0"
"5","5","22","0"
"5","5","23","0"
"5","6","0","0"
"5","6","1","0"
"5","6","2","0"
"5","6","3","0"
"5","6","4","0"
"5","6","5","0.952"
"5","6","6","25.971"
"5","6","7","56.639"
"5","6","8","89.464"
"5","6","9","120.56"
"5","6","10","145.499"
"5","6","11","167.144"
"5","6","12","173.606"
"5","6","13","165.084"
"5","6","14","141.493"
"5","6","15","115.922"
"5","6","16","84.546"
"5","6","17","51.81"
"5","6","18","22.216"
"5","6","19","0"
"5","6","20","0"
"5","6","21","0"
"5","6","22","0"
"5","6","23","0"
"5","7","0","0"
"5","7","1","0"
"5","7","2","0"
"5","7","3","0"
"5","7","4","0"
"5","7","5","1.413"
"5","7","6","37.103"
"5","7","7","134.008"
"5","7","8","286.872"
"5","7","9","459.263"
"5","7","10","609.348"
"5","7","11","707.622"
"5","7","12","722.807"
"5","7","13","675.519"
"5","7","14","565.435"
"5","7","15","413.454"
"5","7","16","249.235"
"5","7","17","109.554"
"5","7","18","26.526"
"5","7","19","0"
"5","7","20","0"
"5","7","21","0"
"5","7","22","0"
"5","7","23","0"
"5","8","0","0"
"5","8","1","0"
"5","8","2","0"
"5","8","3","0"
"5","8","4","0"
"5","8","5","7.727"
"5","8","6","56.526"
"5","8","7","147.402"
"5","8","8","273.194"
"5","8","9","410.866"
"5","8","10","529.724"
"5","8","11","607.689"
"5","8","12","611.282"
"5","8","13","574.581"
"5","8","14","501.081"
"5","8","15","382.614"
"5","8","16","241.949"
"5","8","17","122.858"
"5","8","18","43.413"
"5","8","19","3.099"
"5","8","20","0"
"5","8","21","0"
"5","8","22","0"
"5","8","23","0"
"5","9","0","0"
"5","9","1","0"
"5","9","2","0"
"5","9","3","0"
"5","9","4","0"
"5","9","5","6.049"
"5","9","6","50.317"
"5","9","7","141.846"
"5","9","8","276.44"
"5","9","9","422.666"
"5","9","10","560.009"
"5","9","11","647.183"
"5","9","12","679.177"
"5","9","13","637.134"
"5","9","14","532.273"
"5","9","15","388.288"
"5","9","16","245.128"
"5","9","17","118.961"
"5","9","18","39.153"
"5","9","19","2.283"
"5","9","20","0"
"5","9","21","0"
"5","9","22","0"
"5","9","23","0"
"5","10","0","0"
"5","10","1","0"
"5","10","2","0"
"5","10","3","0"
"5","10","4","0"
"5","10","5","13.372"
"5","10","6","71.024"
"5","10","7","154.766"
"5","10","8","259.38"
"5","10","9","379.73"
"5","10","10","481.241"
"5","10","11","545.171"
"5","10","12","554.282"
"5","10","13","522.705"
"5","10","14","446.745"
"5","10","15","346.556"
"5","10","16","232.11"
"5","10","17","132.597"
"5","10","18","57.322"
"5","10","19","6.584"
"5","10","20","0"
"5","10","21","0"
"5","10","22","0"
"5","10","23","0"
"5","11","0","0"
"5","11","1","0"
"5","11","2","0"
"5","11","3","0"
"5","11","4","0"
"5","11","5","14.112"
"5","11","6","71.556"
"5","11","7","136.598"
"5","11","8","209.483"
"5","11","9","281.962"
"5","11","10","351.475"
"5","11","11","400.305"
"5","11","12","411.478"
"5","11","13","390.699"
"5","11","14","344.059"
"5","11","15","269.829"
"5","11","16","195.401"
"5","11","17","122.476"
"5","11","18","60.683"
"5","11","19","7.416"
"5","11","20","0"
"5","11","21","0"
"5","11","22","0"
"5","11","23","0"
"5","12","0","0"
"5","12","1","0"
"5","12","2","0"
"5","12","3","0"
"5","12","4","0"
"5","12","5","12.714"
"5","12","6","67.292"
"5","12","7","126.452"
"5","12","8","190.193"
"5","12","9","253.262"
"5","12","10","306.862"
"5","12","11","355.958"
"5","12","12","370.709"
"5","12","13","352.002"
"5","12","14","298.602"
"5","12","15","236.124"
"5","12","16","173.394"
"5","12","17","112.264"
"5","12","18","55.476"
"5","12","19","6.392"
"5","12","20","0"
"5","12","21","0"
"5","12","22","0"
"5","12","23","0"
"5","13","0","0"
"5","13","1","0"
"5","13","2","0"
"5","13","3","0"
"5","13","4","0"
"5","13","5","10.303"
"5","13","6","53.406"
"5","13","7","104.468"
"5","13","8","153.805"
"5","13","9","203.153"
"5","13","10","248.731"
"5","13","11","280.767"
"5","13","12","292.675"
"5","13","13","278.319"
"5","13","14","242.482"
"5","13","15","193.97"
"5","13","16","142.469"
"5","13","17","93.539"
"5","13","18","45.019"
"5","13","19","4.801"
"5","13","20","0"
"5","13","21","0"
"5","13","22","0"
"5","13","23","0"
"5","14","0","0"
"5","14","1","0"
"5","14","2","0"
"5","14","3","0"
"5","14","4","0"
"5","14","5","13.643"
"5","14","6","66.973"
"5","14","7","125.131"
"5","14","8","185.143"
"5","14","9","243.358"
"5","14","10","294.654"
"5","14","11","335.495"
"5","14","12","346.408"
"5","14","13","329.857"
"5","14","14","285.469"
"5","14","15","231.777"
"5","14","16","169.705"
"5","14","17","112.456"
"5","14","18","55.531"
"5","14","19","7.382"
"5","14","20","0"
"5","14","21","0"
"5","14","22","0"
"5","14","23","0"
"5","15","0","0"
"5","15","1","0"
"5","15","2","0"
"5","15","3","0"
"5","15","4","0"
"5","15","5","8.573"
"5","15","6","44.705"
"5","15","7","87.209"
"5","15","8","130.203"
"5","15","9","168.677"
"5","15","10","209.546"
"5","15","11","236.438"
"5","15","12","245.594"
"5","15","13","233.517"
"5","15","14","206.088"
"5","15","15","165.507"
"5","15","16","124.87"
"5","15","17","79.786"
"5","15","18","38.584"
"5","15","19","4.21"
"5","15","20","0"
"5","15","21","0"
"5","15","22","0"
"5","15","23","0"
"5","16","0","0"
"5","16","1","0"
"5","16","2","0"
"5","16","3","0"
"5","16","4","0"
"5","16","5","13.675"
"5","16","6","63.977"
"5","16","7","120.583"
"5","16","8","176.521"
"5","16","9","236.708"
"5","16","10","286.571"
"5","16","11","319.962"
"5","16","12","327.984"
"5","16","13","311.957"
"5","16","14","276.961"
"5","16","15","225.875"
"5","16","16","165.677"
"5","16","17","111.133"
"5","16","18","54.509"
"5","16","19","8.344"
"5","16","20","0"
"5","16","21","0"
"5","16","22","0"
"5","16","23","0"
"5","17","0","0"
"5","17","1","0"
"5","17","2","0"
"5","17","3","0"
"5","17","4","0"
"5","17","5","20.518"
"5","17","6","80.591"
"5","17","7","149.809"
"5","17","8","228.31"
"5","17","9","310.753"
"5","17","10","380.535"
"5","17","11","436.738"
"5","17","12","449.723"
"5","17","13","428.081"
"5","17","14","373.326"
"5","17","15","298.44"
"5","17","16","215.144"
"5","17","17","138.184"
"5","17","18","70.231"
"5","17","19","13.499"
"5","17","20","0"
"5","17","21","0"
"5","17","22","0"
"5","17","23","0"
"5","18","0","0"
"5","18","1","0"
"5","18","2","0"
"5","18","3","0"
"5","18","4","0"
"5","18","5","14.633"
"5","18","6","63.684"
"5","18","7","119.194"
"5","18","8","173.593"
"5","18","9","231.033"
"5","18","10","278.443"
"5","18","11","317.386"
"5","18","12","330.892"
"5","18","13","314.098"
"5","18","14","275.91"
"5","18","15","221.913"
"5","18","16","163.053"
"5","18","17","108.903"
"5","18","18","54.201"
"5","18","19","9.097"
"5","18","20","0"
"5","18","21","0"
"5","18","22","0"
"5","18","23","0"
"5","19","0","0"
"5","19","1","0"
"5","19","2","0"
"5","19","3","0"
"5","19","4","0"
"5","19","5","18.139"
"5","19","6","74.71"
"5","19","7","161.416"
"5","19","8","273.544"
"5","19","9","386.59"
"5","19","10","503.898"
"5","19","11","583.08"
"5","19","12","612.4"
"5","19","13","578.745"
"5","19","14","495.849"
"5","19","15","376.394"
"5","19","16","252.412"
"5","19","17","141.136"
"5","19","18","61.416"
"5","19","19","11.333"
"5","19","20","0"
"5","19","21","0"
"5","19","22","0"
"5","19","23","0"
"5","20","0","0"
"5","20","1","0"
"5","20","2","0"
"5","20","3","0"
"5","20","4","0"
"5","20","5","14.642"
"5","20","6","60.259"
"5","20","7","112.884"
"5","20","8","164.022"
"5","20","9","218.931"
"5","20","10","265.196"
"5","20","11","294.703"
"5","20","12","299.528"
"5","20","13","286.564"
"5","20","14","253.574"
"5","20","15","207.6"
"5","20","16","154.283"
"5","20","17","102.877"
"5","20","18","51.537"
"5","20","19","9.219"
"5","20","20","0"
"5","20","21","0"
"5","20","22","0"
"5","20","23","0"
"5","21","0","0"
"5","21","1","0"
"5","21","2","0"
"5","21","3","0"
"5","21","4","0"
"5","21","5","13.111"
"5","21","6","60.859"
"5","21","7","156.82"
"5","21","8","294.489"
"5","21","9","442.581"
"5","21","10","576.452"
"5","21","11","653.283"
"5","21","12","644.539"
"5","21","13","607.487"
"5","21","14","533.904"
"5","21","15","412.207"
"5","21","16","265.061"
"5","21","17","134.551"
"5","21","18","48.254"
"5","21","19","7.743"
"5","21","20","0"
"5","21","21","0"
"5","21","22","0"
"5","21","23","0"
"5","22","0","0"
"5","22","1","0"
"5","22","2","0"
"5","22","3","0"
"5","22","4","0"
"5","22","5","18.461"
"5","22","6","71.242"
"5","22","7","162.925"
"5","22","8","285.944"
"5","22","9","422.263"
"5","22","10","537.324"
"5","22","11","620.786"
"5","22","12","643.368"
"5","22","13","606.657"
"5","22","14","517.509"
"5","22","15","395.471"
"5","22","16","258.578"
"5","22","17","141.617"
"5","22","18","58.013"
"5","22","19","11.904"
"5","22","20","0"
"5","22","21","0"
"5","22","22","0"
"5","22","23","0"
"5","23","0","0"
"5","23","1","0"
"5","23","2","0"
"5","23","3","0"
"5","23","4","0"
"5","23","5","20.023"
"5","23","6","76.47"
"5","23","7","166.418"
"5","23","8","286.729"
"5","23","9","417.041"
"5","23","10","541.093"
"5","23","11","623.924"
"5","23","12","652.181"
"5","23","13","611.677"
"5","23","14","519.739"
"5","23","15","390.528"
"5","23","16","263.907"
"5","23","17","148.965"
"5","23","18","65.368"
"5","23","19","14.379"
"5","23","20","0"
"5","23","21","0"
"5","23","22","0"
"5","23","23","0"
"5","24","0","0"
"5","24","1","0"
"5","24","2","0"
"5","24","3","0"
"5","24","4","0"
"5","24","5","18.097"
"5","24","6","71.611"
"5","24","7","164.279"
"5","24","8","285.593"
"5","24","9","416.153"
"5","24","10","526.875"
"5","24","11","597.138"
"5","24","12","617.98"
"5","24","13","599.984"
"5","24","14","524.648"
"5","24","15","405.467"
"5","24","16","265.301"
"5","24","17","144.922"
"5","24","18","58.824"
"5","24","19","12.88"
"5","24","20","0"
"5","24","21","0"
"5","24","22","0"
"5","24","23","0"
"5","25","0","0"
"5","25","1","0"
"5","25","2","0"
"5","25","3","0"
"5","25","4","0"
"5","25","5","25.624"
"5","25","6","85.559"
"5","25","7","162.752"
"5","25","8","260.015"
"5","25","9","363.084"
"5","25","10","457.952"
"5","25","11","518.879"
"5","25","12","537.773"
"5","25","13","509.266"
"5","25","14","441.063"
"5","25","15","342.462"
"5","25","16","242.777"
"5","25","17","148.923"
"5","25","18","74.661"
"5","25","19","18.266"
"5","25","20","0"
"5","25","21","0"
"5","25","22","0"
"5","25","23","0"
"5","26","0","0"
"5","26","1","0"
"5","26","2","0"
"5","26","3","0"
"5","26","4","0"
"5","26","5","7.282"
"5","26","6","48.023"
"5","26","7","149.682"
"5","26","8","302.372"
"5","26","9","468.732"
"5","26","10","612.545"
"5","26","11","707.225"
"5","26","12","734.689"
"5","26","13","689.737"
"5","26","14","574.859"
"5","26","15","421.539"
"5","26","16","266.101"
"5","26","17","125.626"
"5","26","18","37.049"
"5","26","19","4.574"
"5","26","20","0"
"5","26","21","0"
"5","26","22","0"
"5","26","23","0"
"5","27","0","0"
"5","27","1","0"
"5","27","2","0"
"5","27","3","0"
"5","27","4","0"
"5","27","5","17.88"
"5","27","6","69.507"
"5","27","7","160.943"
"5","27","8","289.801"
"5","27","9","427.867"
"5","27","10","552.805"
"5","27","11","635.601"
"5","27","12","665.279"
"5","27","13","627.095"
"5","27","14","529.439"
"5","27","15","400.019"
"5","27","16","259.791"
"5","27","17","142.735"
"5","27","18","58.243"
"5","27","19","12.605"
"5","27","20","0"
"5","27","21","0"
"5","27","22","0"
"5","27","23","0"
"5","28","0","0"
"5","28","1","0"
"5","28","2","0"
"5","28","3","0"
"5","28","4","0"
"5","28","5","26.665"
"5","28","6","85.279"
"5","28","7","160.631"
"5","28","8","255.293"
"5","28","9","352.055"
"5","28","10","440.788"
"5","28","11","501.206"
"5","28","12","517.143"
"5","28","13","491.487"
"5","28","14","423.997"
"5","28","15","329.186"
"5","28","16","235.123"
"5","28","17","144.148"
"5","28","18","73.694"
"5","28","19","19.662"
"5","28","20","0"
"5","28","21","0"
"5","28","22","0"
"5","28","23","0"
"5","29","0","0"
"5","29","1","0"
"5","29","2","0"
"5","29","3","0"
"5","29","4","0"
"5","29","5","15.647"
"5","29","6","62.854"
"5","29","7","156.438"
"5","29","8","286.775"
"5","29","9","420.605"
"5","29","10","538.603"
"5","29","11","632.229"
"5","29","12","671.327"
"5","29","13","633.497"
"5","29","14","541.431"
"5","29","15","408.841"
"5","29","16","266.466"
"5","29","17","138.781"
"5","29","18","51.686"
"5","29","19","11.016"
"5","29","20","0"
"5","29","21","0"
"5","29","22","0"
"5","29","23","0"
"5","30","0","0"
"5","30","1","0"
"5","30","2","0"
"5","30","3","0"
"5","30","4","0"
"5","30","5","27.454"
"5","30","6","83.923"
"5","30","7","147.084"
"5","30","8","218.869"
"5","30","9","293.84"
"5","30","10","365.899"
"5","30","11","413.387"
"5","30","12","431.258"
"5","30","13","409.299"
"5","30","14","356.476"
"5","30","15","274.858"
"5","30","16","203.874"
"5","30","17","137.785"
"5","30","18","76.03"
"5","30","19","21.002"
"5","30","20","0"
"5","30","21","0"
"5","30","22","0"
"5","30","23","0"
"5","31","0","0"
"5","31","1","0"
"5","31","2","0"
"5","31","3","0"
"5","31","4","0"
"5","31","5","23.543"
"5","31","6","78.312"
"5","31","7","168.655"
"5","31","8","288.182"
"5","31","9","421.909"
"5","31","10","535.996"
"5","31","11","613.315"
"5","31","12","632.83"
"5","31","13","604.56"
"5","31","14","523.043"
"5","31","15","405.552"
"5","31","16","270.127"
"5","31","17","152.321"
"5","31","18","67.556"
"5","31","19","17.732"
"5","31","20","0"
"5","31","21","0"
"5","31","22","0"
"5","31","23","0"
"6","1","0","0"
"6","1","1","0"
"6","1","2","0"
"6","1","3","0"
"6","1","4","0"
"6","1","5","9.213"
"6","1","6","34.355"
"6","1","7","62.683"
"6","1","8","93.193"
"6","1","9","120.447"
"6","1","10","144.374"
"6","1","11","165.354"
"6","1","12","171.922"
"6","1","13","164.951"
"6","1","14","142.661"
"6","1","15","117.09"
"6","1","16","88.463"
"6","1","17","59.539"
"6","1","18","30.641"
"6","1","19","6.589"
"6","1","20","0"
"6","1","21","0"
"6","1","22","0"
"6","1","23","0"
"6","2","0","0"
"6","2","1","0"
"6","2","2","0"
"6","2","3","0"
"6","2","4","0"
"6","2","5","21.586"
"6","2","6","76.06"
"6","2","7","168.285"
"6","2","8","288.46"
"6","2","9","418.986"
"6","2","10","543.009"
"6","2","11","631.257"
"6","2","12","664.367"
"6","2","13","628.382"
"6","2","14","539.224"
"6","2","15","410.826"
"6","2","16","274.126"
"6","2","17","155.499"
"6","2","18","66.891"
"6","2","19","18.22"
"6","2","20","0"
"6","2","21","0"
"6","2","22","0"
"6","2","23","0"
"6","3","0","0"
"6","3","1","0"
"6","3","2","0"
"6","3","3","0"
"6","3","4","0"
"6","3","5","26.942"
"6","3","6","86.543"
"6","3","7","172.096"
"6","3","8","281.697"
"6","3","9","394.099"
"6","3","10","491.629"
"6","3","11","561.223"
"6","3","12","595.437"
"6","3","13","565.393"
"6","3","14","484.874"
"6","3","15","380.506"
"6","3","16","263.992"
"6","3","17","156.65"
"6","3","18","76.53"
"6","3","19","21.828"
"6","3","20","0"
"6","3","21","0"
"6","3","22","0"
"6","3","23","0"
"6","4","0","0"
"6","4","1","0"
"6","4","2","0"
"6","4","3","0"
"6","4","4","0"
"6","4","5","21.323"
"6","4","6","75.473"
"6","4","7","168.92"
"6","4","8","296.169"
"6","4","9","435.861"
"6","4","10","555.303"
"6","4","11","644.196"
"6","4","12","670.429"
"6","4","13","635.219"
"6","4","14","543.534"
"6","4","15","414.557"
"6","4","16","273.157"
"6","4","17","153.85"
"6","4","18","65.82"
"6","4","19","17.246"
"6","4","20","0"
"6","4","21","0"
"6","4","22","0"
"6","4","23","0"
"6","5","0","0"
"6","5","1","0"
"6","5","2","0"
"6","5","3","0"
"6","5","4","0"
"6","5","5","25.441"
"6","5","6","81.204"
"6","5","7","172.647"
"6","5","8","293.479"
"6","5","9","426.594"
"6","5","10","539.115"
"6","5","11","619.729"
"6","5","12","641.506"
"6","5","13","607.791"
"6","5","14","519.267"
"6","5","15","393.839"
"6","5","16","271.41"
"6","5","17","158.108"
"6","5","18","72.501"
"6","5","19","21.043"
"6","5","20","0"
"6","5","21","0"
"6","5","22","0"
"6","5","23","0"
"6","6","0","0"
"6","6","1","0"
"6","6","2","0"
"6","6","3","0"
"6","6","4","0"
"6","6","5","22.06"
"6","6","6","74.934"
"6","6","7","167.929"
"6","6","8","289.044"
"6","6","9","420.955"
"6","6","10","532.28"
"6","6","11","622.038"
"6","6","12","657.449"
"6","6","13","624.288"
"6","6","14","538.1"
"6","6","15","417.72"
"6","6","16","278.516"
"6","6","17","156.289"
"6","6","18","66.972"
"6","6","19","17.941"
"6","6","20","0"
"6","6","21","0"
"6","6","22","0"
"6","6","23","0"
"6","7","0","0"
"6","7","1","0"
"6","7","2","0"
"6","7","3","0"
"6","7","4","0"
"6","7","5","18.743"
"6","7","6","67.857"
"6","7","7","166.676"
"6","7","8","305.827"
"6","7","9","457.355"
"6","7","10","594.2"
"6","7","11","679.208"
"6","7","12","698.327"
"6","7","13","661.134"
"6","7","14","566.93"
"6","7","15","431.044"
"6","7","16","282.743"
"6","7","17","151.393"
"6","7","18","59.874"
"6","7","19","15.769"
"6","7","20","0"
"6","7","21","0"
"6","7","22","0"
"6","7","23","0"
"6","8","0","0"
"6","8","1","0"
"6","8","2","0"
"6","8","3","0"
"6","8","4","0"
"6","8","5","28.472"
"6","8","6","87.039"
"6","8","7","172.928"
"6","8","8","279.964"
"6","8","9","398.082"
"6","8","10","497.69"
"6","8","11","580.289"
"6","8","12","603.292"
"6","8","13","573.705"
"6","8","14","485.252"
"6","8","15","374.655"
